Timestamp,Current_Workers,CPU_Usage_Percent,Pending_Pods,Current_Req_Cores,Predicted_Req_Cores,Action,Reason
2026-02-19 14:43:35,1,80.47,13,5.05,6.97,SCALE_OUT,[Emergency] Detected 13 Pending Pods
2026-02-19 14:44:46,2,67.2,0,7.5,8.44,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 14:45:47,2,64.81,0,7.1,7.88,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 14:46:48,2,63.24,0,7.1,7.27,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 14:47:49,2,59.76,0,6.7,5.4,DO_NOTHING,System is stable
2026-02-19 14:48:50,2,60.0,0,6.1,4.63,DO_NOTHING,System is stable
2026-02-19 14:49:50,2,49.95,0,5.5,4.01,DO_NOTHING,System is stable
2026-02-19 14:50:51,2,44.57,0,5.1,3.62,DO_NOTHING,System is stable
2026-02-19 14:51:52,2,40.46,0,4.7,3.23,DO_NOTHING,System is stable
2026-02-19 14:52:53,2,37.12,0,4.1,3.01,DO_NOTHING,System is stable
2026-02-19 14:53:54,2,30.66,0,3.9,3.09,DO_NOTHING,System is stable
2026-02-19 14:54:55,2,32.6,0,4.1,3.18,DO_NOTHING,System is stable
2026-02-19 14:55:55,2,32.86,0,3.9,3.16,DO_NOTHING,System is stable
2026-02-19 14:56:56,2,30.79,0,3.9,3.35,DO_NOTHING,System is stable
2026-02-19 14:57:57,2,28.69,0,3.7,3.46,DO_NOTHING,System is stable
2026-02-19 14:58:58,2,34.16,0,4.3,4.1,DO_NOTHING,System is stable
2026-02-19 14:59:59,2,42.24,0,4.9,4.86,DO_NOTHING,System is stable
2026-02-19 15:00:59,2,47.96,0,5.5,5.58,DO_NOTHING,System is stable
2026-02-19 15:02:00,2,48.75,0,5.5,5.71,DO_NOTHING,System is stable
2026-02-19 15:03:01,2,52.73,0,5.9,6.16,DO_NOTHING,System is stable
2026-02-19 15:04:02,2,54.95,0,6.1,6.42,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:05:03,2,61.08,1,7.3,7.49,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:06:03,2,64.86,0,7.1,7.34,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:07:04,2,65.88,0,7.3,7.21,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:08:05,2,67.03,0,7.3,7.15,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:09:06,2,64.81,0,7.3,6.95,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:10:07,2,70.96,0,8.1,7.6,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:11:08,2,76.56,2,8.9,8.43,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:12:08,2,76.75,2,8.9,8.3,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:13:09,2,77.74,4,8.9,8.12,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:14:10,2,77.85,4,8.9,7.99,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:15:11,2,77.22,6,8.9,7.9,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:16:12,2,75.8,5,8.9,7.87,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:17:13,2,77.2,5,8.9,7.85,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:18:13,2,76.64,5,8.9,7.83,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:19:14,2,76.49,5,8.9,7.79,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:20:15,2,76.63,4,8.9,7.7,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:21:16,2,76.9,5,8.9,7.63,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:22:17,2,76.53,6,8.9,7.57,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:23:18,2,76.55,3,8.9,7.49,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:24:18,2,76.85,2,8.9,7.39,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:25:19,2,76.54,0,8.9,7.33,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:26:20,2,72.92,0,8.3,6.59,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:27:21,2,70.15,0,7.5,5.72,DO_NOTHING,System is stable
2026-02-19 15:28:22,2,64.71,0,7.1,5.35,DO_NOTHING,System is stable
2026-02-19 15:29:23,2,61.86,0,6.3,4.49,DO_NOTHING,System is stable
2026-02-19 15:30:23,2,57.45,0,5.7,3.92,DO_NOTHING,System is stable
2026-02-19 15:31:24,2,48.25,0,5.3,3.59,DO_NOTHING,System is stable
2026-02-19 15:32:25,2,50.01,0,5.5,3.73,DO_NOTHING,System is stable
2026-02-19 15:33:26,2,45.48,0,4.9,3.13,DO_NOTHING,System is stable
2026-02-19 15:34:27,2,42.21,0,4.9,3.13,DO_NOTHING,System is stable
2026-02-19 15:35:28,2,34.65,0,4.3,2.89,DO_NOTHING,System is stable
2026-02-19 15:36:28,2,27.04,0,3.7,3.13,DO_NOTHING,System is stable
2026-02-19 15:37:29,2,27.41,0,3.7,3.34,DO_NOTHING,System is stable
2026-02-19 15:38:30,2,27.34,3,4.3,3.72,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:39:31,2,35.17,0,4.5,3.92,DO_NOTHING,System is stable
2026-02-19 15:40:32,2,35.04,0,4.3,3.8,DO_NOTHING,System is stable
2026-02-19 15:47:19,2,34.84,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:21,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:23,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:25,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:27,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:29,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:31,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:32,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:34,2,35.54,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:36,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:38,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:40,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:41,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:43,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:45,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:47,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:48,2,34.96,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:50,2,34.6,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:52,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:54,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:56,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:57,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:47:59,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:01,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:03,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:05,2,35.19,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:06,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:08,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:10,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:12,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:14,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:16,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:17,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:19,2,34.36,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:21,2,35.4,0,4.3,6.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 15:48:23,2,35.4,0,3.7,5.94,DO_NOTHING,System is stable
2026-02-19 15:48:25,2,35.4,0,3.7,5.85,DO_NOTHING,System is stable
2026-02-19 15:48:27,2,35.4,0,3.7,5.83,DO_NOTHING,System is stable
2026-02-19 15:48:28,2,35.4,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:30,2,35.4,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:32,2,35.4,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:34,2,35.4,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:36,2,32.91,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:37,2,32.91,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:39,2,32.91,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:41,2,32.91,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:43,2,32.91,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:45,2,32.91,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:46,2,32.91,0,3.7,5.8,DO_NOTHING,System is stable
2026-02-19 15:48:48,2,32.91,0,3.7,5.8,DO_NOTHING,System is stable
2026-02-19 15:48:50,2,32.91,0,3.7,5.8,DO_NOTHING,System is stable
2026-02-19 15:48:52,2,27.68,0,3.7,5.8,DO_NOTHING,System is stable
2026-02-19 15:48:54,2,27.68,0,3.7,5.8,DO_NOTHING,System is stable
2026-02-19 15:48:55,2,27.68,0,3.7,5.8,DO_NOTHING,System is stable
2026-02-19 15:48:57,2,27.68,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 15:48:59,2,27.68,0,3.7,5.81,DO_NOTHING,System is stable
2026-02-19 16:18:55,2,77.39,3,8.9,7.63,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:19:56,2,77.41,2,8.9,7.53,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:20:57,2,77.05,2,8.9,7.41,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:21:57,2,77.54,4,8.9,7.35,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:22:58,2,77.91,5,8.9,7.27,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:23:59,2,79.17,2,8.9,7.24,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:25:00,2,77.9,3,8.9,7.2,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:26:01,2,78.17,2,8.9,7.2,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:27:01,2,78.29,1,8.9,7.19,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:28:02,2,77.89,0,8.5,6.72,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:29:03,2,74.76,0,8.3,6.49,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:30:04,2,74.08,0,7.7,5.87,DO_NOTHING,System is stable
2026-02-19 16:31:05,2,68.23,0,7.9,6.11,DO_NOTHING,System is stable
2026-02-19 16:32:05,2,65.29,0,6.9,5.05,DO_NOTHING,System is stable
2026-02-19 16:33:06,2,61.42,0,6.3,4.46,DO_NOTHING,System is stable
2026-02-19 16:34:07,2,53.68,0,5.9,4.16,DO_NOTHING,System is stable
2026-02-19 16:35:08,2,55.29,0,6.1,4.32,DO_NOTHING,System is stable
2026-02-19 16:36:09,2,54.04,0,6.1,4.24,DO_NOTHING,System is stable
2026-02-19 16:37:09,2,52.1,0,6.1,4.19,DO_NOTHING,System is stable
2026-02-19 16:38:10,2,48.01,0,5.5,3.55,SCALE_IN,[AI] Need 3.55 Cores (< 3.80 safe zone for 1 nodes)
2026-02-19 16:39:20,1,75.85,1,4.85,3.11,SCALE_OUT,[Emergency] Detected 1 Pending Pods
2026-02-19 16:40:30,2,36.33,0,4.7,3.09,DO_NOTHING,Wait: Scale-In Cooldown Active
2026-02-19 16:41:30,2,32.14,0,4.1,2.89,DO_NOTHING,Wait: Scale-In Cooldown Active
2026-02-19 16:42:31,2,32.29,0,3.7,3.14,DO_NOTHING,Wait: Scale-In Cooldown Active
2026-02-19 16:43:32,2,28.18,0,3.7,3.28,DO_NOTHING,Anti-Flapping: Too soon after scaling out
2026-02-19 16:44:33,2,30.57,0,3.9,3.45,SCALE_IN,[AI] Need 3.45 Cores (< 3.80 safe zone for 1 nodes)
2026-02-19 16:45:38,1,62.38,1,4.05,3.67,SCALE_OUT,[Emergency] Detected 1 Pending Pods
2026-02-19 16:46:46,2,37.11,0,4.9,4.59,DO_NOTHING,System is stable
2026-02-19 16:47:47,2,38.21,0,4.9,4.67,DO_NOTHING,System is stable
2026-02-19 16:48:48,2,40.25,0,5.1,4.93,DO_NOTHING,System is stable
2026-02-19 16:49:49,2,42.9,0,5.7,5.67,DO_NOTHING,System is stable
2026-02-19 16:50:49,2,47.86,0,5.9,5.9,DO_NOTHING,System is stable
2026-02-19 16:51:50,2,52.25,0,6.1,6.06,DO_NOTHING,System is stable
2026-02-19 16:52:51,2,55.39,0,6.3,6.25,DO_NOTHING,System is stable
2026-02-19 16:53:52,2,54.64,0,6.1,5.99,DO_NOTHING,System is stable
2026-02-19 16:54:53,2,54.96,0,6.3,6.07,DO_NOTHING,System is stable
2026-02-19 16:55:53,2,56.23,0,6.3,6.01,DO_NOTHING,System is stable
2026-02-19 16:56:54,2,57.7,0,6.9,6.45,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:57:55,2,62.47,0,7.1,6.6,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:58:56,2,64.53,1,7.7,7.06,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 16:59:57,2,68.67,0,7.7,7.04,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:00:58,2,73.19,0,8.3,7.54,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:01:58,2,76.95,2,8.7,8.05,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:02:59,2,77.62,1,8.9,8.2,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:04:00,2,77.06,3,8.9,8.18,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:05:01,2,77.99,4,8.9,8.12,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:06:02,2,77.41,2,8.9,8.08,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:07:03,2,77.96,4,8.9,8.05,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:08:03,2,77.1,5,8.9,8.0,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:09:04,2,76.91,7,8.9,7.91,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:10:05,2,78.29,7,8.9,7.8,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:11:06,2,76.44,8,8.9,7.73,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:12:07,2,77.18,6,8.9,7.65,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:13:07,2,77.08,5,8.9,7.5,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:14:08,2,77.1,4,8.9,7.31,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:15:09,2,77.11,4,8.9,7.25,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:16:10,2,76.99,1,8.9,7.22,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:17:11,2,77.05,1,8.9,7.21,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:18:11,2,77.7,1,8.9,7.2,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:19:12,2,77.03,0,8.9,7.19,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-19 17:20:13,2,73.22,0,8.1,6.29,DO_NOTHING,System is stable
2026-02-19 17:21:14,2,66.72,0,7.7,5.89,DO_NOTHING,System is stable
2026-02-19 17:22:15,2,67.7,0,7.5,5.73,DO_NOTHING,System is stable
2026-02-19 17:23:16,2,61.69,0,6.9,5.05,DO_NOTHING,System is stable
2026-02-19 17:24:16,2,63.08,0,6.9,5.12,DO_NOTHING,System is stable
2026-02-19 17:25:17,2,61.41,0,6.7,4.92,DO_NOTHING,System is stable
2026-02-19 17:26:18,2,54.84,0,6.1,4.21,DO_NOTHING,System is stable
2026-02-19 17:27:19,2,54.89,0,6.3,4.53,DO_NOTHING,System is stable
2026-02-19 17:28:20,2,55.99,0,6.1,4.28,DO_NOTHING,System is stable
2026-02-19 17:29:20,2,54.16,0,5.9,3.97,DO_NOTHING,System is stable
2026-02-19 17:30:21,2,51.28,0,5.7,3.81,DO_NOTHING,System is stable
2026-02-19 17:31:22,2,46.3,0,5.1,3.24,SCALE_IN,[AI] Need 3.24 Cores (< 3.80 safe zone for 1 nodes)
2026-02-19 17:32:30,1,67.2,1,4.25,3.0,SCALE_OUT,[Emergency] Detected 1 Pending Pods
2026-02-19 17:33:40,2,31.4,0,4.3,3.11,DO_NOTHING,Wait: Scale-In Cooldown Active
2026-02-19 17:34:41,2,32.99,0,4.3,2.97,DO_NOTHING,Wait: Scale-In Cooldown Active
